Subconjunto,Numero,Nome,Email,PaisNacionalidade,ProgramaTutoria,TempoParcial,SituacaoPrescricao,Habilitacao,Curso,CursoNome,PrimeiraVezCurso,AnoLetivoMatricula,EstadoMatricula,TipoAcesso,Regime,AnoCurricular,ECTS_InscritosAnoAtual,IND2_1,ECTS_InscritoAnoAtualSemestre1,ECTS_FeitosAnoAtual,IND2_2,Propina_TotalEmDivida,IND2_3,BolsaSAS_DataCandidatura,BolsaSAS_EstadoBolsa,BolsaSAS_DataDespacho,BolsaSAS_ValorBolsa,IND2_4,IngressoRG_nota,IngressoRG_fase,IngressoRG_pref,IND2_5,NumUCinscritas,UC1_CodUC,UC1_Assiduidade,UC1_AvalParcial,UC2_CodUC,UC2_Assiduidade,UC2_AvalParcial,UC3_CodUC,UC3_Assiduidade,UC3_AvalParcial,UC4_CodUC,UC4_Assiduidade,UC4_AvalParcial,UC5_CodUC,UC5_Assiduidade,UC5_AvalParcial,UC6_CodUC,UC6_Assiduidade,UC6_AvalParcial,UC7_CodUC,UC7_Assiduidade,UC7_AvalParcial,UC8_CodUC,UC8_Assiduidade,UC8_AvalParcial
b1,6344,A6344,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,53,C53,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,30,29/09/2015,Indeferida,17/12/2015,,10,127.6,2,1,30,5,85101,75.86,,81125,50,,81436,79.31,,84116,17.24,,81435,46.43,,,,,,,,,,
b3,6345,A6345,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,55,C55,FALSO,2014,ACTIVO,MUD,Trabalhador Estudante,1,28,10,10,20,10,0,30,17/08/2015,Indeferida,26/10/2015,,,,,,30,3,82133,13.33,,81430,93.33,,85111,13.33,,,,,,,,,,,,,,,,
b3,6346,A6346,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,42,C42,FALSO,2014,ACTIVO,TIT-CET,Ordinário,2,60,10,30,42,10,0,30,04/09/2015,Indeferida,26/10/2015,,,,,,30,5,43346,100,,40577,100,,47215,78.57,,40556,100,,47015,100,,,,,,,,,,
b3,6347,A6347,,ANGOLA,Não,Não,,Mestrado Integrado,27,C27,FALSO,2014,ACTIVO,EI,Ordinário,2,60,10,30,42,10,0,,,,,,,,,,10,5,41236,100,,41703,100,,43564,100,,41201,96.67,,42729,93.33,,,,,,,,,,
b3,6348,A6348,,ANGOLA,Não,Não,,Mestrado Integrado,27,C27,FALSO,2014,ACTIVO,EI,Ordinário,2,60,10,30,42,10,0,,,,,,,,,,20,5,41236,100,,47212,100,,41703,-2,,43528,100,,43564,100,,,,,,,,,,
b3,6349,A6349,,ANGOLA,Não,Não,,Mestrado Integrado,32,C32,FALSO,2014,ACTIVO,EI,Ordinário,2,60,30,30,24,10,0,,,,,,,,,,10,4,41703,100,,46493,92.86,,40909,81.48,,46415,100,,,,,,,,,,,,,
b3,6350,A6350,,ANGOLA,Não,Não,,Licenciatura - 1º Ciclo,76,C76,FALSO,2014,ACTIVO,EI,Ordinário,2,60,30,30,12,10,0,,,,,,,,,,10,4,41703,100,,43153,100,,40550,100,,43504,100,,,,,,,,,,,,,
b3,6351,A6351,,ANGOLA,Não,Não,,Mestrado Integrado,27,C27,FALSO,2014,ACTIVO,EI,Ordinário,2,60,10,30,48,10,0,,,,,,,,,,10,5,47212,96.15,,43277,100,,43564,100,,41703,100,,41236,100,,,,,,,,,,
b3,6352,A6352,,ANGOLA,Não,Não,,Mestrado Integrado,27,C27,FALSO,2014,ACTIVO,EI,Ordinário,2,60,10,30,36,10,0,,,,,,,,,,10,5,42729,96.67,,41236,100,,47212,92.31,,41703,100,,43564,100,,,,,,,,,,
b1,6353,A6353,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,MUD,Ordinário,1,60,10,26,60,10,0,10,30/08/2015,Deferida,22/09/2015,2061,,,,,10,5,40333,100,,43257,96.55,,42729,100,,47166,97.67,,40338,100,,,,,,,,,,
b3,6354,A6354,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,50,C50,FALSO,2014,ACTIVO,RG,Ordinário,2,60,10,30,40,10,0,30,08/09/2015,Indeferida,16/11/2015,,,,,,30,5,48109,91.67,,41785,97.67,,42238,100,,46469,82.14,,42729,13.33,,,,,,,,,,
b1,6355,A6355,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,25,C25,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,07/08/2015,Deferida,23/11/2015,1973,10,162.4,1,1,10,5,47055,100,,47080,100,,42729,100,,47259,100,,41208,100,,,,,,,,,,
b1,6356,A6356,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,06/08/2015,Deferida,07/10/2015,3050,10,160.4,1,1,10,5,46814,100,,42607,96.55,,41201,93.1,,42602,96.3,,42611,100,,,,,,,,,,
b1,6357,A6357,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,24,C24,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,50,10,0,,,,,,10,134.4,1,1,10,5,42491,100,,47128,82.61,,42441,94.55,,42447,93.33,,47235,86.67,,,,,,,,,,
b1,6358,A6358,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,6,10,0,,,,,,10,130.4,2,2,20,5,47240,-1,,45301,43.9,,47081,100,,41159,-2,,47001,32.14,,,,,,,,,,
b3,6359,A6359,,SÍRIA (REPÚBLICA ÁRABE DA ),Não,Sim,,Licenciatura - 1º Ciclo,45,C45,FALSO,2014,ACTIVO,EI,Ordinário,1,30,10,6,30,30,2750,,,,,,,,,,20,4,45892,100,,40118,-2,,45888,100,,45893,100,,,,,,,,,,,,,
b1,6360,A6360,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,48,C48,VERDADEIRO,2015,ACTIVO,MUD,Ordinário,1,60,10,28,44,10,0,,,,,,,,,,10,6,40191,92,,46614,100,,40118,100,,40122,96.77,,40116,97.78,,45900,100,,,,,,,
b3,6361,A6361,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,78,C78,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,30,12,10,0,,,,,,,,,,30,5,90095,41.18,,90092,11.11,,90181,100,,90012,0,,90020,100,,,,,,,,,,
b1,6362,A6362,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,42,C42,VERDADEIRO,2015,ACTIVO,MUD,Ordinário,1,60,10,30,60,10,0,30,30/09/2015,Indeferida,16/11/2015,,,,,,10,5,47015,95,,47215,96.43,,40577,100,,43346,100,,47216,100,,,,,,,,,,
b1,6363,A6363,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,20,C20,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,64,10,20,54,10,0,,,,,,10,156,1,1,20,5,47013,83.33,,47048,92.86,,47188,86.67,,46715,92.86,,47018,-2,,,,,,,,,,
b3,6364,A6364,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,FALSO,2014,ACTIVO,TL,Ordinário,2,60,10,30,36,30,531.72,,,,,,,,,,20,5,81436,-2,,81125,93.1,,81106,100,,81439,16.67,,85101,75,,,,,,,,,,
b3,6365,A6365,,TIMOR LESTE,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,FALSO,2014,ACTIVO,TL,Ordinário,2,60,10,30,42,10,0,,,,,,,,,,20,5,81125,89.66,,81436,-2,,81441,11.11,,81439,10.34,,81106,100,,,,,,,,,,
b3,6366,A6366,,MOÇAMBIQUE,Sim,Não,Não Prescrito,Mestrado Integrado,50,C50,FALSO,2014,ACTIVO,PLS,Agente Associativo - UA,2,60,10,30,42,10,0,,,,,,,,,,30,5,41703,100,,42238,100,,46469,89.29,,42729,43.33,,48109,75,,,,,,,,,,
b1,6367,A6367,,LITUÂNIA,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,30,C30,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,38,10,16,38,10,0,,,,,,10,160.4,1,1,10,3,47068,100,,46724,100,,49979,100,,,,,,,,,,,,,,,,
b1,6368,A6368,,ANGOLA,Sim,Não,,Licenciatura - 1º Ciclo,19,C19,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,48,10,0,,,,,,,,,,20,5,41703,-1,,42729,88.89,,43504,100,,47212,100,,42257,97.78,,,,,,,,,,
b1,6369,A6369,,ANGOLA,Sim,Não,,Mestrado Integrado,27,C27,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,60,10,0,,,,,,,,,,20,5,42729,92.59,,41703,100,,43564,-2,,41236,100,,47212,100,,,,,,,,,,
b1,6370,A6370,,ANGOLA,Sim,Não,,Mestrado Integrado,27,C27,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,60,10,0,,,,,,,,,,20,5,41236,100,,47212,100,,42729,92.59,,41703,100,,43564,-2,,,,,,,,,,
b2,6371,A6371,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,2,C2,VERDADEIRO,2015,ACTIVO,TeSP-TCES,Ordinário,1,42,10,12,42,10,0,10,26/08/2015,Deferida,09/02/2016,835,,,,,10,5,18026,93.33,,18020,93.33,,18023,93.75,,18024,90,,18025,93.33,,,,,,,,,,
b1,6372,A6372,,ANGOLA,Sim,Não,,Mestrado Integrado,27,C27,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,42,10,0,,,,,,,,,,20,5,42729,74.07,,41236,100,,47212,86.67,,41703,100,,43564,-2,,,,,,,,,,
b1,6373,A6373,,ANGOLA,Sim,Não,,Mestrado Integrado,27,C27,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,54,10,0,,,,,,,,,,20,5,41703,100,,41236,100,,47212,100,,42729,100,,43564,-2,,,,,,,,,,
b1,6374,A6374,,ANGOLA,Sim,Não,,Licenciatura - 1º Ciclo,19,C19,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,36,10,0,,,,,,,,,,10,5,42729,93.33,,43504,100,,47212,96.15,,41703,92.86,,42257,95.56,,,,,,,,,,
b1,6375,A6375,,ANGOLA,Sim,Não,,Licenciatura - 1º Ciclo,19,C19,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,60,10,0,,,,,,,,,,10,5,41703,85.71,,42729,100,,43504,92.31,,47212,100,,42257,97.78,,,,,,,,,,
b1,6376,A6376,,ANGOLA,Sim,Não,,Mestrado Integrado,27,C27,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,48,10,0,,,,,,,,,,20,5,42729,85.19,,41236,100,,47212,100,,41703,96.3,,43564,-2,,,,,,,,,,
b1,6377,A6377,,ANGOLA,Sim,Não,,Licenciatura - 1º Ciclo,19,C19,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,36,10,0,,,,,,,,,,30,5,43504,92.31,,47212,100,,42729,100,,41703,78.57,,42257,100,,,,,,,,,,
b3,6378,A6378,,TIMOR LESTE,Não,Não,Não Prescrito,Mestrado Integrado,27,C27,FALSO,2014,ACTIVO,TL,Ordinário,2,60,10,30,30,30,531.72,,,,,,,,,,30,5,43564,100,,41703,100,,41236,100,,42729,96.67,,47212,80,,,,,,,,,,
b1,6379,A6379,,ANGOLA,Sim,Não,,Mestrado Integrado,27,C27,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,54,10,0,,,,,,,,,,20,5,41236,100,,42729,100,,47212,100,,41703,100,,43564,-2,,,,,,,,,,
b1,6380,A6380,,ANGOLA,Sim,Não,,Licenciatura - 1º Ciclo,19,C19,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,42,10,0,,,,,,,,,,10,5,42257,100,,41703,88.89,,43504,96.3,,47212,100,,42729,90,,,,,,,,,,
b1,6381,A6381,,ANGOLA,Não,Não,,Mestrado Integrado,27,C27,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,54,10,0,,,,,,,,,,20,5,42729,96.3,,47212,100,,43564,-2,,41236,100,,41703,100,,,,,,,,,,
b1,6382,A6382,,ANGOLA,Sim,Não,,Mestrado Integrado,27,C27,VERDADEIRO,2015,ACTIVO,EI,Ordinário,1,60,10,30,60,10,0,,,,,,,,,,20,5,41703,100,,43564,-2,,42729,100,,41236,100,,47212,100,,,,,,,,,,
b2,6383,A6383,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,5,C5,VERDADEIRO,2015,ACTIVO,TeSP-TCES,Trabalhador Estudante,1,60,10,30,54,10,0,,,,,,,,,,30,5,18145,96.15,,18073,56.67,,18072,78.13,,18071,80,,18074,80,,,,,,,,,,
b2,6384,A6384,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,VERDADEIRO,2015,ACTIVO,TeSP-TCES,Ordinário,1,60,30,30,0,30,600,,,,,,,,,,30,5,18008,13.33,,18006,16.67,,18009,3.33,,18010,13.33,,18001,40,,,,,,,,,,
b1,6385,A6385,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,51,C51,VERDADEIRO,2015,ACTIVO,M23,Trabalhador Estudante,1,60,10,30,52,10,0,,,,,,,,,,30,5,81430,60,,81436,100,,89124,62.96,,85111,66.67,,82133,76.67,,,,,,,,,,
b1,6386,A6386,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,66,10,30,60,10,0,10,02/08/2015,Deferida,07/10/2015,1916,10,129,1,3,30,6,45301,95.12,,47081,100,,41159,96.55,,47001,100,,42602,72.41,,47240,92.86,,,,,,,
b1,6387,A6387,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,17,C17,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,,,,,,30,119.8,1,4,10,5,43501,100,,47035,100,,47266,100,,40308,100,,42257,100,,,,,,,,,,
b1,6388,A6388,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,76,C76,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,128.4,1,2,10,5,41703,100,,43504,96.3,,42729,100,,46501,100,,40909,100,,,,,,,,,,
b1,6389,A6389,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,76,C76,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,30,10,0,,,,,,10,135.6,1,2,10,5,41703,88,,42729,81.48,,46501,89.29,,43504,100,,40909,88.46,,,,,,,,,,
b1,6390,A6390,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,62,C62,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,24,10,0,,,,,,10,149.8,1,1,30,5,43328,80,,47286,92.86,,40913,50,,40602,94.87,,40598,82.35,,,,,,,,,,
b1,6391,A6391,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,46,10,0,10,02/09/2015,Deferida,02/11/2015,1064,10,133.2,1,4,10,5,45301,95.12,,47081,100,,41159,96.55,,47001,92.86,,47240,100,,,,,,,,,,
b1,6392,A6392,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,23,C23,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,164.4,1,3,10,5,41201,97.73,,45737,92.31,,47122,100,,47286,92.86,,47253,91.18,,,,,,,,,,
b1,6393,A6393,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,76,C76,VERDADEIRO,2015,ACTIVO,RG,Agente Associativo - UA,1,60,10,30,48,10,0,,,,,,10,134,1,1,10,5,40909,100,,42729,96.3,,46501,92.86,,43504,100,,41703,92,,,,,,,,,,
b1,6394,A6394,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,05/08/2015,Deferida,16/10/2015,1064,10,144.8,1,3,10,5,42782,100,,40308,100,,47266,100,,43501,100,,47035,100,,,,,,,,,,
b1,6395,A6395,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,10,26/09/2015,Deferida,05/01/2016,2769,10,143,1,2,10,5,47266,100,,43501,100,,47035,100,,40308,100,,42782,84.62,,,,,,,,,,
b1,6396,A6396,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,10,16/09/2015,Deferida,07/10/2015,1064,10,134.6,1,1,10,5,41159,93.1,,47001,96.43,,47081,100,,45301,97.56,,47240,100,,,,,,,,,,
b1,6397,A6397,,BRASIL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,22/07/2015,Deferida,23/11/2015,2211,10,184.2,1,1,10,5,47035,100,,43501,100,,47266,100,,40308,100,,42782,100,,,,,,,,,,
b1,6398,A6398,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,08/09/2015,Deferida,26/10/2015,1064,10,136.8,1,1,10,5,43501,100,,47035,100,,40308,100,,42782,100,,47266,100,,,,,,,,,,
b1,6399,A6399,,PORTUGAL,Não,Não,,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,0,,0,0,10,0,30,29/09/2015,Indeferida,15/01/2016,,10,162.6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,6400,A6400,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,132.6,1,1,10,5,47001,96.43,,41159,96.55,,47240,100,,45301,100,,47081,100,,,,,,,,,,
b1,6401,A6401,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,76,C76,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,10,10/09/2015,Deferida,26/10/2015,2044,10,130.6,1,1,10,5,43504,100,,41703,92,,40909,92.31,,42729,100,,46501,96.3,,,,,,,,,,
b1,6402,A6402,,PORTUGAL,Não,Não,,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,0,,0,0,10,0,30,16/09/2015,Indeferida,26/10/2015,,10,152.8,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,6403,A6403,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,46,10,0,10,30/09/2015,Deferida,02/11/2015,1537,10,128.8,1,1,10,5,47240,96.43,,45301,100,,41159,86.21,,47001,96.43,,47081,100,,,,,,,,,,
b1,6404,A6404,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,42,10,0,10,30/09/2015,Deferida,16/11/2015,1064,10,128.4,1,1,10,5,43501,100,,47266,100,,47035,96.43,,40308,100,,42782,100,,,,,,,,,,
b1,6405,A6405,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,76,C76,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,132.6,1,2,10,5,40909,100,,43504,100,,42729,100,,46501,100,,41703,100,,,,,,,,,,
b1,6406,A6406,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,17,C17,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,,,,,,10,121.4,1,1,10,5,42257,100,,47266,100,,43501,100,,47035,96.55,,40308,100,,,,,,,,,,
b1,6407,A6407,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,25/08/2015,Deferida,02/11/2015,1713,10,148.2,1,2,10,5,47035,100,,43501,100,,40308,100,,42782,100,,47266,100,,,,,,,,,,
b1,6408,A6408,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,46,10,0,,,,,,10,134.6,1,2,10,5,47240,96.43,,41159,86.21,,45301,92.68,,47081,100,,47001,100,,,,,,,,,,
b1,6409,A6409,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,6,10,0,,,,,,10,132,1,1,20,5,41159,-2,,47001,89.29,,47240,-1,,45301,43.9,,47081,100,,,,,,,,,,
b1,6410,A6410,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,30,10,0,10,07/09/2015,Deferida,26/10/2015,1606,10,151.6,1,1,10,5,43501,100,,47035,96.43,,40308,100,,42782,100,,47266,97.37,,,,,,,,,,
b1,6411,A6411,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,52,10,0,,,,,,10,125.8,1,1,10,5,45301,95.12,,47081,100,,47240,96.43,,47001,92.86,,41159,86.21,,,,,,,,,,
b1,6412,A6412,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,10,28/09/2015,Deferida,15/01/2016,1064,10,144.6,1,2,10,5,42782,92.31,,40308,100,,43501,100,,47035,100,,47266,100,,,,,,,,,,
b1,6413,A6413,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,23/09/2015,Deferida,07/10/2015,1064,10,138,1,2,10,5,47266,100,,40308,100,,42782,100,,43501,100,,47035,92.86,,,,,,,,,,
b1,6414,A6414,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,11/08/2015,Deferida,10/12/2015,1554,10,151.4,1,1,10,5,40308,100,,42782,100,,47266,100,,47035,92.86,,43501,100,,,,,,,,,,
b1,6415,A6415,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,148.6,1,1,10,5,42782,100,,40308,100,,47266,100,,43501,100,,47035,100,,,,,,,,,,
b1,6416,A6416,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,17,C17,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,36,10,0,10,28/09/2015,Deferida,14/03/2016,2174,30,118.4,1,1,10,5,42257,97.44,,47266,100,,40308,100,,43501,100,,47035,100,,,,,,,,,,
b1,6417,A6417,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,,,,,,10,136,1,2,10,5,43501,100,,47035,96.43,,40308,100,,42782,100,,47266,100,,,,,,,,,,
b1,6418,A6418,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,30,02/08/2015,Indeferida,26/02/2016,,10,167.3,1,1,10,4,48138,100,,48137,100,,48140,100,,48139,100,,,,,,,,,,,,,
b1,6419,A6419,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,22,C22,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,30,10,0,,,,,,10,153.2,1,1,30,5,41703,87.5,,47211,92.86,,40909,82.14,,42729,66.67,,41201,70.73,,,,,,,,,,
b1,6420,A6420,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,25,C25,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,,,,,,10,143.6,3,5,10,5,47055,100,,42729,100,,47259,100,,47080,100,,41208,100,,,,,,,,,,
b1,6421,A6421,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,56,10,0,30,21/08/2015,Indeferida,26/10/2015,,10,130.2,1,4,10,5,41159,93.1,,47001,100,,47240,96.43,,45301,97.56,,47081,100,,,,,,,,,,
b1,6422,A6422,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,36,10,0,10,28/09/2015,Deferida,05/01/2016,2985,10,148.8,1,1,30,5,40308,96.15,,42782,30.77,,43501,95.12,,47035,82.14,,47266,97.37,,,,,,,,,,
b1,6423,A6423,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,25/09/2015,Deferida,29/01/2016,1064,10,167.2,1,1,10,5,43501,100,,47035,100,,40308,100,,42782,100,,47266,100,,,,,,,,,,
b1,6424,A6424,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,30,27/09/2015,Indeferida,02/11/2015,,10,147,1,1,10,5,43501,100,,47035,100,,47266,100,,40308,100,,42782,100,,,,,,,,,,
b1,6425,A6425,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,50,C50,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,01/09/2015,Deferida,01/10/2015,1064,10,149.6,1,1,20,5,41703,-2,,48109,95.83,,42729,92.86,,43328,100,,42257,97.62,,,,,,,,,,
b1,6426,A6426,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,17,C17,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,,,,,,10,121.6,1,5,10,5,43501,100,,47035,96.55,,42257,100,,47266,100,,40308,100,,,,,,,,,,
b1,6427,A6427,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,08/09/2015,Deferida,22/12/2015,1064,10,177.4,1,1,10,5,47266,100,,43501,100,,47035,100,,42782,100,,40308,100,,,,,,,,,,
