Subconjunto,Numero,Nome,Email,PaisNacionalidade,ProgramaTutoria,TempoParcial,SituacaoPrescricao,Habilitacao,Curso,CursoNome,PrimeiraVezCurso,AnoLetivoMatricula,EstadoMatricula,TipoAcesso,Regime,AnoCurricular,ECTS_InscritosAnoAtual,IND2_1,ECTS_InscritoAnoAtualSemestre1,ECTS_FeitosAnoAtual,IND2_2,Propina_TotalEmDivida,IND2_3,BolsaSAS_DataCandidatura,BolsaSAS_EstadoBolsa,BolsaSAS_DataDespacho,BolsaSAS_ValorBolsa,IND2_4,IngressoRG_nota,IngressoRG_fase,IngressoRG_pref,IND2_5,NumUCinscritas,UC1_CodUC,UC1_Assiduidade,UC1_AvalParcial,UC2_CodUC,UC2_Assiduidade,UC2_AvalParcial,UC3_CodUC,UC3_Assiduidade,UC3_AvalParcial,UC4_CodUC,UC4_Assiduidade,UC4_AvalParcial,UC5_CodUC,UC5_Assiduidade,UC5_AvalParcial,UC6_CodUC,UC6_Assiduidade,UC6_AvalParcial,UC7_CodUC,UC7_Assiduidade,UC7_AvalParcial,UC8_CodUC,UC8_Assiduidade,UC8_AvalParcial
b1,7946,A7946,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,78,C78,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,68,10,30,60,10,0,,,,,,10,129.5,1,5,20,6,90003,100,,90066,100,,90092,66.67,,90150,76.92,,90012,100,,90046,-1,,,,,,,
b1,7947,A7947,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,78,C78,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,30,114.5,1,1,30,5,90012,94.12,,90076,80,,90150,57.69,,90066,100,,90092,72.22,,,,,,,,,,
b1,7948,A7948,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,53,C53,VERDADEIRO,2015,ACTIVO,RG,Trabalhador Estudante,1,60,30,30,12,10,0,,,,,,10,145.9,1,1,30,5,81436,93.1,,84116,6.9,,81125,39.29,,81435,67.86,,85101,34.48,,,,,,,,,,
b1,7949,A7949,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,30,30/09/2015,Indeferida,30/11/2015,,10,142.8,1,4,20,5,81125,100,,81435,100,,85101,100,,81436,-2,,84116,100,,,,,,,,,,
b1,7950,A7950,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,79,C79,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,,,,,,10,135.8,1,1,10,5,47419,92.86,,47286,100,,47289,86.67,,47287,94.12,,47290,95.56,,,,,,,,,,
b1,7951,A7951,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,54,C54,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,24,10,0,10,24/09/2015,Deferida,25/01/2016,1064,10,134.2,1,1,30,5,81436,100,,84116,76.67,,81125,96.43,,85101,96.55,,81481,100,,,,,,,,,,
b1,7952,A7952,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,54,C54,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,30,30,30,0,10,0,10,28/08/2015,Deferida,23/11/2015,3398,10,142.6,1,2,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7953,A7953,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,30,177.22,10,16/09/2015,Deferida,16/10/2015,2286,10,145.9,1,1,20,5,85101,79.31,,81125,20.69,,81436,-2,,84116,64.29,,81435,23.33,,,,,,,,,,
b1,7954,A7954,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,70,C70,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,14/09/2015,Deferida,30/11/2015,1498,30,117.6,1,3,20,5,90056,84.62,,90001,85,,90098,100,,90046,78.79,,90110,-2,,,,,,,,,,
b1,7955,A7955,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,10,13/09/2015,Deferida,30/11/2015,1316,10,132.7,1,5,20,5,81435,36.67,,81125,34.48,,84116,33.33,,81436,-2,,85101,79.31,,,,,,,,,,
b1,7956,A7956,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,78,C78,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,24/09/2015,Deferida,16/10/2015,1064,10,126.4,1,3,10,5,90012,94.12,,90066,100,,90092,94.44,,90150,84.62,,90003,100,,,,,,,,,,
b1,7957,A7957,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,19/09/2015,Deferida,06/11/2015,2464,10,152.9,1,2,20,5,81125,100,,81436,-2,,84116,100,,81435,100,,85101,100,,,,,,,,,,
b1,7958,A7958,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,55,C55,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,02/09/2015,Deferida,22/12/2015,1160,10,143,1,5,30,5,82133,63.33,,81430,86.67,,81436,100,,89124,96.3,,85111,86.67,,,,,,,,,,
b1,7959,A7959,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,71,C71,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,10,23/07/2015,Deferida,23/11/2015,1064,10,141.8,1,4,20,5,90212,100,,90065,100,,90213,100,,90211,100,,90214,-1,,,,,,,,,,
b1,7960,A7960,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,10,14/09/2015,Deferida,30/11/2015,1064,10,133,1,4,20,5,81435,96.67,,85101,96.55,,81125,96.55,,81436,-2,,84116,81.48,,,,,,,,,,
b1,7961,A7961,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,71,C71,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,36,10,0,30,02/09/2015,Indeferida,26/10/2015,,10,142,1,1,20,5,90212,100,,90214,-1,,90211,100,,90065,100,,90213,100,,,,,,,,,,
b1,7962,A7962,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,54,C54,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,29/09/2015,Deferida,15/01/2016,1064,10,151.3,2,1,30,5,81481,53.33,,85101,79.31,,81125,57.14,,81436,100,,84116,63.33,,,,,,,,,,
b1,7963,A7963,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,54,C54,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,155,1,4,10,5,81481,93.33,,81125,89.29,,85101,96.55,,81436,100,,84116,90,,,,,,,,,,
b1,7964,A7964,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,53,C53,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,0,10,0,,,,,,30,102.5,1,1,30,5,81435,17.86,,81125,10.71,,81436,79.31,,84116,3.45,,85101,6.9,,,,,,,,,,
b1,7965,A7965,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,69,C69,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,40,10,0,10,22/09/2015,Deferida,16/11/2015,1166,10,128.9,1,2,20,6,90291,-1,,90292,46.15,,90101,100,,90293,60,,90122,25,,90305,15.15,,,,,,,
b1,7966,A7966,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,31/07/2015,Deferida,07/10/2015,1543,10,150.5,1,1,20,5,85101,100,,81435,96.67,,81436,-2,,84116,96.3,,81125,100,,,,,,,,,,
b1,7967,A7967,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,142.9,1,1,20,5,81435,90,,81125,93.1,,81436,-2,,84116,85.19,,85101,100,,,,,,,,,,
b1,7968,A7968,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,26/08/2015,Deferida,07/10/2015,1064,10,145,1,1,20,5,81125,89.66,,81436,-2,,84116,81.48,,85101,93.1,,81435,86.67,,,,,,,,,,
b1,7969,A7969,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,78,C78,VERDADEIRO,2015,ACTIVO,RG,Trabalhador Estudante,1,68,10,30,60,10,0,10,29/09/2015,Deferida,22/12/2015,1064,30,111.6,1,2,20,6,90003,100,,90092,83.33,,90150,92.31,,90066,100,,90012,97.06,,90046,-1,,,,,,,
b1,7970,A7970,,CHINA,Não,Não,,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,0,,0,0,10,0,,,,,,10,147.8,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7971,A7971,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,53,C53,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,12,10,0,10,22/09/2015,Deferida,16/11/2015,1064,30,111.5,1,2,10,5,81436,96.55,,84116,82.76,,85101,86.21,,81125,85.71,,81435,92.86,,,,,,,,,,
b1,7972,A7972,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,69,C69,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,40,10,0,,,,,,30,109.4,1,2,20,6,90291,-1,,90122,93.75,,90305,81.82,,90101,100,,90293,63.33,,90292,53.85,,,,,,,
b1,7973,A7973,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,71,C71,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,163.7,1,1,20,5,90212,100,,90065,100,,90213,100,,90214,-1,,90211,100,,,,,,,,,,
b1,7974,A7974,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,71,C71,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,141.4,1,1,20,5,90211,100,,90214,-1,,90065,100,,90213,100,,90212,100,,,,,,,,,,
b1,7975,A7975,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,73,C73,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,42,10,0,,,,,,10,129.8,1,1,10,5,90192,100,,90273,100,,90065,100,,90274,100,,90272,100,,,,,,,,,,
b1,7976,A7976,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,54,C54,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,21/07/2015,Deferida,16/10/2015,1064,10,152.2,1,1,30,5,81481,80,,81125,89.29,,81436,100,,84116,86.67,,85101,96.55,,,,,,,,,,
b1,7977,A7977,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,30,29/09/2015,Indeferida,25/10/2015,,10,151.5,1,6,20,5,85101,89.66,,81436,-2,,81435,70,,81125,55.17,,84116,75,,,,,,,,,,
b1,7978,A7978,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,78,C78,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,28/07/2015,Deferida,01/10/2015,1064,10,136.9,1,1,10,5,90092,94.44,,90150,100,,90003,100,,90012,100,,90066,100,,,,,,,,,,
b1,7979,A7979,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,71,C71,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,07/09/2015,Deferida,03/11/2015,1739,10,152,1,1,20,5,90065,100,,90213,100,,90211,100,,90214,-1,,90212,100,,,,,,,,,,
b1,7980,A7980,,PORTUGAL,Não,Não,,Licenciatura - 1º Ciclo,70,C70,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,0,,0,0,10,0,,,,,,30,109,1,6,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7981,A7981,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,78,C78,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,24,30,30,0,10,0,,,,,,10,120.3,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7982,A7982,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,36,10,0,10,01/10/2015,Deferida,07/12/2015,1064,10,123.2,2,2,10,5,47001,85.71,,41159,89.66,,47240,100,,45301,85.37,,47081,100,,,,,,,,,,
b1,7983,A7983,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,55,C55,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,56,10,0,,,,,,10,139.8,1,3,30,5,82133,73.33,,81430,93.33,,81436,100,,89124,62.96,,85111,80,,,,,,,,,,
b1,7984,A7984,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,70,C70,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,36,10,0,10,26/09/2015,Deferida,05/01/2016,2433,30,107.8,1,6,20,5,90046,69.7,,90098,100,,90110,-2,,90001,95,,90056,100,,,,,,,,,,
b1,7985,A7985,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,20/09/2015,Deferida,30/11/2015,3750,10,132.4,1,2,20,5,81435,86.67,,81125,89.66,,84116,92.59,,81436,-2,,85101,100,,,,,,,,,,
b1,7986,A7986,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,51,C51,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,38,10,0,30,08/09/2015,Indeferida,02/11/2015,,10,135.4,1,3,30,5,81436,100,,82133,46.67,,81430,73.33,,85111,73.33,,89124,14.81,,,,,,,,,,
b1,7987,A7987,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,73,C73,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,129.2,1,2,10,5,90273,100,,90192,100,,90272,100,,90065,100,,90274,100,,,,,,,,,,
b1,7988,A7988,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,55,C55,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,148.4,1,1,10,5,85111,96.67,,89124,100,,81436,100,,82133,93.33,,81430,100,,,,,,,,,,
b1,7989,A7989,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,69,C69,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,09/02/2016,Deferida,09/04/2016,1064,10,149.4,1,1,20,6,90101,100,,90293,100,,90122,100,,90305,100,,90292,100,,90291,-1,,,,,,,
b1,7990,A7990,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,54,C54,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,158.4,1,1,30,5,81481,90,,81436,100,,81125,92.86,,84116,76.67,,85101,96.55,,,,,,,,,,
b1,7991,A7991,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,79,C79,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,142.2,1,1,10,5,47419,89.29,,47286,100,,47289,86.67,,47290,93.33,,47287,100,,,,,,,,,,
b1,7992,A7992,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,53,C53,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,24,10,0,,,,,,30,116.7,1,1,30,5,85101,79.31,,81435,17.86,,81125,7.14,,81436,75.86,,84116,0,,,,,,,,,,
b1,7993,A7993,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,37,C37,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,162.8,1,2,10,5,47223,100,,43501,100,,47058,100,,42729,100,,47041,81.82,,,,,,,,,,
b1,7994,A7994,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,51,C51,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,46,10,0,,,,,,10,123.5,1,6,30,5,82133,76.67,,85111,93.33,,89124,59.26,,81430,86.67,,81436,100,,,,,,,,,,
b1,7995,A7995,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,55,C55,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,50,10,0,10,30/09/2015,Deferida,17/12/2015,3451,10,145.4,1,2,30,5,82133,66.67,,85111,80,,89124,51.85,,81430,93.33,,81436,100,,,,,,,,,,
b1,7996,A7996,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,51,C51,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,28/09/2015,Deferida,07/12/2015,1319,10,120.1,1,2,10,5,81436,100,,82133,90,,81430,86.67,,85111,86.67,,89124,88.89,,,,,,,,,,
b1,7997,A7997,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,70,C70,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,30,10,0,,,,,,30,105.4,1,3,20,5,90046,48.48,,90110,-2,,90098,100,,90001,60,,90056,19.23,,,,,,,,,,
b1,7998,A7998,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,39,C39,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,0,30,531.72,,,,,,10,122.5,1,5,20,5,41703,100,,47030,11.54,,42257,-1,,42729,13.33,,42883,-2,,,,,,,,,,
b1,7999,A7999,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,0,10,0,30,27/09/2015,Indeferida,02/11/2015,,30,115.6,1,4,30,5,40331,93.1,,42729,75,,40333,82.76,,43257,85.71,,47171,87.18,,,,,,,,,,
b1,8000,A8000,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,55,C55,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,28,10,0,,,,,,10,147.5,1,2,30,5,81430,80,,85111,76.67,,89124,25.93,,81436,100,,82133,30,,,,,,,,,,
b1,8001,A8001,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,36,10,0,10,07/08/2015,Deferida,16/10/2015,1064,10,133.2,1,1,20,5,81125,55.17,,81435,80,,81436,-2,,84116,10.34,,85101,78.57,,,,,,,,,,
b1,8002,A8002,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,55,C55,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,21/08/2015,Deferida,03/10/2015,1064,10,179.3,1,1,10,5,85111,96.67,,89124,100,,82133,96.67,,81430,100,,81436,100,,,,,,,,,,
b1,8003,A8003,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,71,C71,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,131.8,1,1,20,5,90211,100,,90065,100,,90213,100,,90212,100,,90214,-1,,,,,,,,,,
b1,8004,A8004,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,51,C51,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,34,10,0,,,,,,10,128.1,1,6,30,5,85111,40,,89124,25.93,,81430,73.33,,81436,100,,82133,26.67,,,,,,,,,,
b1,8005,A8005,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,18,30,177.22,10,24/09/2015,Deferida,02/11/2015,1064,10,132.5,1,2,20,5,81436,-2,,84116,3.7,,81125,24.14,,81435,16.67,,85101,48.28,,,,,,,,,,
b1,8006,A8006,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,69,C69,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,46,10,0,,,,,,10,121.9,1,1,20,6,90122,78.13,,90305,63.64,,90293,96.67,,90291,-1,,90101,100,,90292,100,,,,,,,
b1,8007,A8007,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,54,C54,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,139.1,1,2,10,5,85101,93.1,,81481,93.33,,81436,100,,84116,90,,81125,85.71,,,,,,,,,,
b1,8008,A8008,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,79,C79,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,135.5,1,2,10,5,47419,92.86,,47286,100,,47289,83.33,,47287,100,,47290,93.33,,,,,,,,,,
b1,8009,A8009,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,79,C79,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,18,10,0,,,,,,10,138.4,1,3,30,5,47419,68.97,,47286,85.19,,47289,63.33,,47287,78.95,,47290,72.09,,,,,,,,,,
b1,8010,A8010,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,55,C55,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,144,1,1,10,5,89124,92.59,,85111,93.33,,81430,100,,81436,100,,82133,90,,,,,,,,,,
b1,8011,A8011,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,53,C53,VERDADEIRO,2015,ACTIVO,RG,Agente Associativo - UA,1,60,10,30,36,30,886.22,30,26/10/2015,Indeferida,25/01/2016,,10,125.4,1,2,30,5,85101,75.86,,81435,21.43,,81125,7.14,,81436,75.86,,84116,6.9,,,,,,,,,,
b1,8012,A8012,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,79,C79,VERDADEIRO,2015,ACTIVO,RG,Agente Associativo - UA,1,60,10,30,60,10,0,,,,,,10,157.1,1,1,30,5,47419,72.41,,47286,88.89,,47289,73.33,,47287,100,,47290,83.72,,,,,,,,,,
b1,8013,A8013,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,79,C79,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,30,10,0,10,04/08/2015,Deferida,10/12/2015,2560,10,140.5,1,1,10,5,47287,100,,47290,97.78,,47419,82.14,,47286,100,,47289,86.67,,,,,,,,,,
b1,8014,A8014,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,30/09/2015,Deferida,26/10/2015,1064,10,132.9,1,1,20,5,85101,100,,81436,-2,,81435,80,,81125,86.21,,84116,77.78,,,,,,,,,,
b1,8015,A8015,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,70,C70,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,12/08/2015,Deferida,22/12/2015,2083,30,116.5,1,3,20,5,90046,93.94,,90110,-2,,90098,100,,90001,100,,90056,100,,,,,,,,,,
b1,8016,A8016,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,73,C73,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,30,21/03/2016,Indeferida,25/05/2016,,10,121.1,1,6,10,5,90065,100,,90274,100,,90192,100,,90272,100,,90273,100,,,,,,,,,,
b1,8017,A8017,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,71,C71,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,,,,,,10,139.1,1,1,20,5,90065,100,,90213,100,,90212,100,,90211,100,,90214,-1,,,,,,,,,,
b1,8018,A8018,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,71,C71,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,10,01/10/2015,Deferida,29/01/2016,1064,10,148.4,1,1,20,5,90214,-1,,90211,100,,90212,100,,90065,100,,90213,100,,,,,,,,,,
b1,8019,A8019,,PORTUGAL,Não,Não,,Licenciatura - 1º Ciclo,78,C78,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,0,,0,0,10,0,,,,,,30,112.2,1,3,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,8020,A8020,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,53,C53,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,30,113.2,1,5,10,5,85101,93.1,,81436,96.55,,84116,82.76,,81125,85.71,,81435,85.71,,,,,,,,,,
b1,8021,A8021,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,53,C53,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,24,10,0,10,29/09/2015,Deferida,16/11/2015,1109,10,121.4,1,4,30,5,81435,25,,85101,68.97,,81125,10.71,,81436,79.31,,84116,20.69,,,,,,,,,,
b1,8022,A8022,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,73,C73,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,30,03/09/2015,Indeferida,03/12/2015,,10,124.8,1,3,10,5,90065,100,,90274,100,,90192,100,,90273,100,,90272,100,,,,,,,,,,
b1,8023,A8023,,CROÁCIA,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,79,C79,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,30,531.75,30,30/09/2015,Indeferida,07/12/2015,,10,156.4,1,1,30,5,47419,79.31,,47286,100,,47289,70,,47287,100,,47290,81.4,,,,,,,,,,
b1,8024,A8024,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,22,C22,VERDADEIRO,2015,ACTIVO,TIT,Trabalhador Estudante,1,60,30,30,24,10,0,,,,,,,,,,30,4,40909,85.19,,47211,82.76,,41703,100,,41201,67.44,,,,,,,,,,,,,
